Obligation ID	Parent AC	Package ID	Tranche ID	Canonical storage ref
DO-ARC-021	AC-ARC-021	WP-01	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-ARC-021
DO-ARC-022	AC-ARC-022	WP-01	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-ARC-022
DO-ARC-023	AC-ARC-023	WP-01	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-ARC-023
DO-CAM-001	AC-PRD-005	WP-02	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-001
DO-CAM-002	AC-PRD-006	WP-02	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-002
DO-CAM-003	AC-PRD-007	WP-02	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-003
DO-CAM-004	AC-PRD-019	WP-02	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-004
DO-CAM-005	AC-EFX-001	WP-01	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-005
DO-CAM-006	AC-EFX-002	WP-01	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-006
DO-CAM-007	AC-EFX-003	WP-01	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-007
DO-CAM-008	AC-EFX-004	WP-01	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-008
DO-CAM-009	AC-EFX-005	WP-01	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-009
DO-CAM-010	AC-PHY-001	WP-03	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-010
DO-CAM-011	AC-PHY-002	WP-03	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-011
DO-CAM-012	AC-PHY-003	WP-03	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-012
DO-CAM-013	AC-PHY-004	WP-03	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-013
DO-CAM-014	AC-PHY-005	WP-03	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-014
DO-CAM-015	AC-PHY-006	WP-03	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-015
DO-CAM-016	AC-PHY-007	WP-03	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-016
DO-CAM-017	AC-PHY-009	WP-03	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-017
DO-CAM-018	AC-PER-001	WP-01	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-018
DO-CAM-019	AC-PER-002	WP-01	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-019
DO-CAM-020	AC-ARC-001	WP-01	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-020
DO-CAM-021	AC-ARC-003	WP-01	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-021
DO-CAM-022	AC-ARC-004	WP-01	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-022
DO-CAM-023	AC-ARC-005	WP-01	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-023
DO-CAM-024	AC-ARC-006	WP-01	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-024
DO-CAM-025	AC-ARC-012	WP-01	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-025
DO-CAM-026	AC-ARC-017	WP-01	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-026
DO-CAM-027	AC-OPS-002	WP-08	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-027
DO-CAM-028	AC-OPS-003	WP-08	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-028
DO-CAM-029	AC-OPS-004	WP-08	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-029
DO-CAM-030	AC-OPS-005	WP-08	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-030
DO-CAM-031	AC-OPS-006	WP-08	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-031
DO-CAM-032	AC-OPS-012	WP-08	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-032
DO-CAM-033	AC-OPS-013	WP-08	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-033
DO-CAM-034	AC-OPS-024	WP-08	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-034
DO-CAM-035	AC-OPS-025	WP-08	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-035
DO-CAM-036	AC-OPS-026	WP-08	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-036
DO-CAM-037A	AC-OPS-028	WP-08	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-037A
DO-CAM-037B	AC-OPS-028	WP-08	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-037B
DO-CAM-037C	AC-OPS-028	WP-08	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-037C
DO-CAM-037D	AC-OPS-028	WP-08	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-037D
DO-CAM-038	AC-DAT-001	WP-04	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-038
DO-CAM-039	AC-DAT-002	WP-04	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-039
DO-CAM-040	AC-DAT-003	WP-04	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-040
DO-CAM-041	AC-DAT-004	WP-04	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-041
DO-CAM-042	AC-DAT-005	WP-04	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-042
DO-CAM-043	AC-DAT-006	WP-04	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-043
DO-CAM-044	AC-DAT-007	WP-04	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-044
DO-CAM-045	AC-OUT-004	WP-05	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-045
DO-CAM-046	AC-FR-003	WP-02	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-046
DO-CAM-047	AC-FR-004	WP-02	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-047
DO-CAM-048	AC-NFR-001	WP-03	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-048
DO-CAM-049	AC-NFR-003	WP-03	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-049
DO-CAM-050	AC-PER-001	WP-01	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-050
DO-CAM-051	AC-OPS-024	WP-08	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-051
DO-CAM-052	AC-ARC-012	WP-01	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-052
DO-CAM-053	AC-OPS-004	WP-08	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-053
DO-CFG-001	AC-CFG-001	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-001
DO-CFG-002	AC-CFG-002	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-002
DO-CFG-003	AC-CFG-003	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-003
DO-CFG-004	AC-CFG-004	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-004
DO-CFG-005	AC-CFG-005	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-005
DO-CFG-006	AC-CFG-006	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-006
DO-CFG-007	AC-CFG-007	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-007
DO-CFG-008	AC-CFG-008	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-008
DO-CFG-009	AC-CFG-009	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-009
DO-CFG-010	AC-CFG-010	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-010
DO-CFG-013	AC-CFG-013	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-013
DO-CFG-014	AC-CFG-014	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-014
DO-CFG-015	AC-CFG-015	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-015
DO-CFG-017	AC-SET-002	WP-05	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-017
DO-CFG-019	AC-QPR-001	WP-03	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-019
DO-CFG-020	AC-QPR-002	WP-03	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-020
DO-CFG-021	AC-QPR-003	WP-03	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-021
DO-CFG-022	AC-QPR-004	WP-03	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-022
DO-CFG-023	AC-PRD-009	WP-02	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-023
DO-CFG-024	AC-PRD-010	WP-02	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-024
DO-CFG-025	AC-PRD-011	WP-02	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-025
DO-CFG-026	AC-PRD-017	WP-02	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-026
DO-CFG-027	AC-PRD-020	WP-02	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-027
DO-CFG-028	AC-FR-017	WP-02	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-028
DO-CFG-029	AC-ARC-002	WP-01	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-029
DO-CFG-032	AC-ARC-009	WP-01	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-032
DO-CFG-033	AC-ARC-010	WP-01	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-033
DO-CFG-034	AC-ARC-013	WP-01	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-034
DO-CFG-035	AC-ARC-018	WP-01	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-035
DO-CFG-037	AC-ARC-028	WP-01	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-037
DO-CFG-055	AC-OPS-009	WP-08	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-055
DO-CFG-056	AC-OPS-027	WP-08	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-056
DO-CFG-057	AC-API-001	WP-04	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-057
DO-CFG-058	AC-API-002	WP-04	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-058
DO-CFG-059	AC-API-003	WP-04	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-059
DO-CFG-064	AC-SKL-003	WP-06	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-064
DO-CFG-065	AC-CFG-006	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-065
DO-CFG-066	AC-CFG-006	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-066
DO-CFG-067	AC-CFG-009	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-067
DO-CFG-068	AC-CFG-010	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-068
DO-CFG-069	AC-CFG-009	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-069
DO-CFG-070	AC-CFG-013	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-070
DO-CFG-071	AC-CFG-006	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-071
DO-CFG-072	AC-OPS-024	WP-08	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-072
DO-CFG-073	AC-CFG-006	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-073
DO-CFG-074	AC-CFG-008	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-074
DO-CFG-075	AC-CFG-005	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-075
DO-CFG-076	AC-CFG-006	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-076
DO-CFG-077	AC-OPS-024	WP-08	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-077
DO-CFG-078	AC-CFG-013	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-078
DO-CFG-079	AC-CFG-006	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-079
DO-CFG-080	AC-CFG-009	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-080
DO-CFG-081	AC-CFG-009	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-081
DO-CFG-082	AC-CFG-010	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-082
DO-CFG-083	AC-CFG-010	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-083
DO-CNV-001	AC-CNV-001	WP-05	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-CNV-001
DO-CNV-002	AC-CNV-002	WP-05	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-CNV-002
DO-CNV-003	AC-CNV-003	WP-05	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-CNV-003
DO-CNV-004A	AC-CNV-004	WP-05	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-CNV-004A
DO-CNV-004B	AC-CNV-004	WP-05	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-CNV-004B
DO-CNV-004C	AC-CNV-004	WP-05	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-CNV-004C
DO-CNV-005B	AC-OPS-024	WP-08	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-CNV-005B
DO-CNV-006A	AC-AGT-001	WP-06	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-CNV-006A
DO-CNV-006B	AC-AGT-003	WP-06	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-CNV-006B
DO-CNV-006C	AC-SKL-002	WP-06	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-CNV-006C
DO-CNV-007A	AC-AGT-003	WP-06	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-CNV-007A
DO-CNV-007B	AC-AGT-004	WP-06	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-CNV-007B
DO-CNV-007C	AC-AGT-007	WP-06	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-CNV-007C
DO-CNV-007D	AC-OPS-006	WP-08	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-CNV-007D
DO-CNV-008A	AC-OPS-024	WP-08	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-CNV-008A
DO-CNV-008B	AC-OPS-024	WP-08	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-CNV-008B
DO-CNV-008C	AC-OPS-006	WP-08	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-CNV-008C
DO-CNV-009A	AC-OPS-004	WP-08	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-CNV-009A
DO-CNV-009B	AC-OPS-024	WP-08	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-CNV-009B
DO-DAT-001B	AC-DAT-001	WP-04	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-DAT-001B
DO-EFX-004B	AC-EFX-004	WP-01	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-EFX-004B
DO-FR-009	AC-FR-009	WP-02	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-FR-009
DO-FR-010	AC-FR-010	WP-02	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-FR-010
DO-FR-012	AC-FR-012	WP-02	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-FR-012
DO-FR-013	AC-FR-013	WP-02	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-FR-013
DO-MEM-001	AC-MEM-001	WP-06	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-MEM-001
DO-MEM-002A	AC-MEM-002	WP-06	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-MEM-002A
DO-MEM-002B	AC-MEM-002	WP-06	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-MEM-002B
DO-MEM-003A	AC-MEM-003	WP-06	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-MEM-003A
DO-MEM-003B	AC-MEM-003	WP-06	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-MEM-003B
DO-MEM-004	AC-MEM-004	WP-06	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-MEM-004
DO-MEM-005A	AC-MEM-005	WP-06	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-MEM-005A
DO-MEM-005B	AC-MEM-005	WP-06	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-MEM-005B
DO-MEM-005C	AC-MEM-005	WP-06	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-MEM-005C
DO-MEM-006A	AC-MEM-006	WP-06	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-MEM-006A
DO-MEM-006B	AC-MEM-006	WP-06	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-MEM-006B
DO-OPS-014	AC-OPS-014	WP-08	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-OPS-014
DO-OPS-015	AC-OPS-015	WP-08	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-OPS-015
DO-OPS-016	AC-OPS-016	WP-08	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-OPS-016
DO-OPS-019	AC-OPS-019	WP-08	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-OPS-019
DO-OPS-024	AC-OPS-024	WP-08	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-OPS-024
DO-OPS-025	AC-OPS-025	WP-08	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-OPS-025
DO-OPS-029	AC-OPS-029	WP-08	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-OPS-029
DO-OPS-030	AC-OPS-030	WP-08	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-OPS-030
DO-OUT-002	AC-OUT-002	WP-05	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-OUT-002
DO-OUT-004	AC-OUT-004	WP-05	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-OUT-004
DO-QLI-001A	AC-QLI-001	WP-05	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-QLI-001A
DO-QLI-001B	AC-QLI-001	WP-05	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-QLI-001B
DO-QLI-002	AC-QLI-002	WP-05	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-QLI-002
DO-QLI-003	AC-QLI-003	WP-05	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-QLI-003
DO-QLI-004A	AC-QLI-004	WP-05	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-QLI-004A
DO-QLI-004B	AC-QLI-004	WP-05	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-QLI-004B
DO-SCP-001	AC-SCP-001	WP-04	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-SCP-001
DO-SEC-001	AC-SEC-001	WP-06	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-SEC-001
DO-SET-003	AC-SET-003	WP-05	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-SET-003
DO-SKL-002B	AC-SKL-002	WP-06	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-SKL-002B
