Obligation ID	Parent AC	Package ID	Tranche ID	Canonical storage ref	Obligation meaning SHA-256	Joint group	Parent contribution	Design IDs	Proof type	Negative case	Target scope	Accounting	Design	Proof	Blocker
DO-CAM-003	AC-PRD-007	WP-02	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-003	sha256:fb6addcbdcc72a4738fdc2730196e41a9dc62af406e6f005ae04d9a3197b2279	JG-CAM-E2E	full	SD-GPH-CAM-001, SD-POL-PHY-001	integration/real-device	DefinitelyNotApplied、OutcomeUnknown、Policy deny	TC70必須	accounted-for	designed	blocked-by-spike	proof-status:blocked-by-spike
DO-CAM-004	AC-PRD-019	WP-02	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-004	sha256:985a7a1887d5d7b90fd19d8061d2c9650605cc69228f8b125aa0553743308ce2	JG-CAM-E2E	partial	SD-PRF-PHY-001, SD-PRT-PHY-001, SD-POL-DEX-001	architecture/real-device	C210非ready、Core製品分岐	機種別	accounted-for	designed	blocked-by-spike	proof-status:blocked-by-spike
DO-CAM-005	AC-EFX-001	WP-01	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-005	sha256:b5d7a1e4db5c138104ea02baf7860c638316167a87639acdcdb2081130c692ed	JG-CAM-GRAPH	full	SD-STA-EXE-001, SD-GPH-CAM-001	pure	同じ右移動二件	共通	accounted-for	designed	planned	—
DO-CAM-006	AC-EFX-002	WP-01	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-006	sha256:e0ab4c9c7502f9ddd40a82be284bbb262ad14c84fd95a913379cd3c247cd0bcf	JG-CAM-GRAPH	full	SD-RUL-EXE-001, SD-GPH-CAM-001	pure	node生成順を逆転	共通	accounted-for	designed	planned	—
DO-CAM-007	AC-EFX-003	WP-01	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-007	sha256:1dfa118a94d07e40826bee4c60621d7009e998d931ef2d8c3fbada95c51eab64	JG-CAM-TIME	full	SD-EVT-EXE-001, SD-EFX-TIM-001, SD-RUL-PHY-001	pure/contract	queue時間、Started欠落	共通	accounted-for	designed	planned	—
DO-CAM-008	AC-EFX-004	WP-01	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-008	sha256:d07a4137b3db38738937e90d2e646af14fc9dae025144302cba72e25859c6edb	JG-CAM-RECOVERY	partial	SD-STA-EXE-001, SD-TRN-EXE-002, SD-REC-PHY-001	crash-recovery	Effect再開とrestart同時発生。API request重送はPilot外	共通	accounted-for	designed	planned	—
DO-CAM-009	AC-EFX-005	WP-01	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-009	sha256:a7581e2d1d2a5c7b888ee372d8796d78b95b15deafe6cc127206ba5bcd67be83	JG-CAM-GRAPH	full	SD-GPH-CAM-001	pure	Effect重複排除	共通	accounted-for	designed	planned	—
DO-CAM-010	AC-PHY-001	WP-03	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-010	sha256:0f8bbde958776d6169f9739fc7734075a26aaafe33c674ca6294735d7ed38efe	JG-CAM-PHYSICAL	full	SD-STA-PHY-001, SD-EVT-PHY-001, SD-EVT-PHY-002	pure/contract	Assumed→Observed自動昇格	共通	accounted-for	designed	planned	—
DO-CAM-011	AC-PHY-002	WP-03	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-011	sha256:3db3575a29ac230ed7249d41b14e451a5e379780e338f8d0a126788fb289300d	JG-CAM-RECOVERY	full	SD-POL-REC-001, SD-REC-PHY-001	crash-recovery	restart後OutcomeUnknown再送	共通	accounted-for	designed	planned	—
DO-CAM-012	AC-PHY-003	WP-03	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-012	sha256:222a7efa82752e601440d41860562ea45a37debfb77ce72e31216eee5158e938	JG-CAM-TIME	full	SD-EFX-TIM-001, SD-PRT-TIM-001, SD-RUL-PHY-001	pure/contract	duration前ready	共通	accounted-for	designed	planned	—
DO-CAM-013	AC-PHY-004	WP-03	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-013	sha256:3ef583190ec6dbf338952fedb8d67f59cd22c511470b148bce9bc338499f74ed	JG-CAM-TIME	full	SD-EVT-PHY-002, SD-STA-PHY-001	pure	elapsedからObserved生成	共通	accounted-for	designed	planned	—
DO-CAM-014	AC-PHY-005	WP-03	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-014	sha256:8592f3f16d9a4a42d756f110d1f3754e0c46d27bf75526c98b00fb0e7f173614	JG-CAM-TIME	full	SD-EVT-EXE-001, SD-EFX-TIM-001	pure	queue滞留をdurationへ算入	共通	accounted-for	designed	planned	—
DO-CAM-015	AC-PHY-006	WP-03	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-015	sha256:48edaf8b1a453596e4c009b0104da973b9016904aeb3582876867a7bcc51194d	JG-CAM-TIME	full	SD-EVT-EXE-001, SD-RUL-PHY-001	pure	StartedなしAssumed	共通	accounted-for	designed	planned	—
DO-CAM-016	AC-PHY-007	WP-03	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-016	sha256:200832b6afb546a122ca6f7e13eff36ca947f8c83ada640819b3797d2775b273	JG-CAM-PHYSICAL	full	SD-CMD-CAM-001, SD-STA-PHY-001	architecture/pure	absolute pose注入	共通	accounted-for	designed	planned	—
DO-CAM-017	AC-PHY-009	WP-03	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-017	sha256:2da45dcb59c34a2833b7b1111752f1374ce3b3b25f3ad0fbfaa134bb46fc8530	JG-CAM-PHYSICAL	full	SD-POL-PHY-001, SD-RUL-EXE-001	pure	Policy欠落	共通	accounted-for	designed	planned	—
DO-CAM-018	AC-PER-001	WP-01	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-018	sha256:4b8d598507217c6ace6aea1b9ad14b2e4ef5845ae50ab00c767b5e8936885ef7	JG-CAM-GRAPH	full	SD-RUL-EXE-001, SD-GPH-CAM-001	pure	dependency不足	共通	accounted-for	designed	planned	—
DO-CAM-019	AC-PER-002	WP-01	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-019	sha256:067fd393a5e01b5dc0539137db1445f178206fd460b107c20ae27cfdff6a897b	JG-CAM-GRAPH	full	SD-STA-EXE-001, SD-RUL-EXE-002, SD-TRN-EXE-002, SD-MOD-EXE-001	concurrency	二dispatcher競合	共通	accounted-for	designed	planned	—
DO-CAM-020	AC-ARC-001	WP-01	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-020	sha256:919d5d27e81301759353314dfb195555bd3f9495150e9f9ba331b598ba5696ef	JG-CAM-ARCH	partial	SD-RUL-CAM-001, SD-RUL-EXE-001, SD-RUL-PHY-001, SD-RUL-DAT-001, SD-RUL-ART-001, SD-RUL-ART-002, SD-RUL-REC-001, SD-RUL-DEX-001	pure	Rule内Port call	共通	accounted-for	designed	planned	—
DO-CAM-021	AC-ARC-003	WP-01	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-021	sha256:618258ca4105b02a10e2b7ac750da928e9f5379ae2d192e03bf0b4c4d1945409	JG-CAM-OWNER	partial	SD-CTX-EXE-001, SD-CTX-PHY-001, SD-CTX-ART-001, SD-CTX-DAT-001, SD-CTX-PAP-001, SD-CTX-DEX-001	architecture	owner重複/未登録	共通	accounted-for	designed	planned	—
DO-CAM-022	AC-ARC-004	WP-01	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-022	sha256:8f2515400ee0f985c36a17a0a0ae328938510ad5d9c68c224684aedd8020f66c	JG-CAM-OWNER	partial	SD-PRT-PHY-001, SD-PRT-CAP-001, SD-PRT-INF-001, SD-PRT-ART-001, SD-EVT-EXE-002	contract/architecture	Adapterからreducer到達	共通	accounted-for	designed	planned	—
DO-CAM-023	AC-ARC-005	WP-01	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-023	sha256:d424d60eef932bbb03096e59fa6722c3ae5db7ebd857b678647ca021369f4b43	JG-CAM-ARCH	partial	SD-EFX-PHY-001, SD-EFX-TIM-001, SD-EFX-TIM-002, SD-EFX-CAP-001, SD-EFX-INF-001, SD-EFX-ART-001	pure	closure/callback Effect	共通	accounted-for	designed	planned	—
DO-CAM-024	AC-ARC-006	WP-01	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-024	sha256:274913e566379bcb8d1ac19b371ddf30332e76472b7c4535c0c971ce9cebde6c	JG-CAM-PHYSICAL	partial	SD-EVT-PHY-001, SD-EVT-PHY-002, SD-EVT-EXE-002	contract	bool successへ圧縮	共通	accounted-for	designed	planned	—
DO-CAM-025	AC-ARC-012	WP-01	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-025	sha256:02723ab1b1a7770b56a9cbaf1f10cedd33eb87f806fac62469c0391e5a7f5676	JG-CAM-PROFILE	partial	SD-CTX-DPF-001, SD-TRN-DPF-003, SD-PRF-PHY-001	pure	plan後Profile変更	共通	accounted-for	designed	planned	—
DO-CAM-026	AC-ARC-017	WP-01	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-026	sha256:67ba70f05207e3088ef4c7407299fc6acb601806c1e1f5366a46dd4dbffba830	JG-CAM-OWNER	partial	SD-STA-EXE-001, SD-STA-PHY-001, SD-STA-ART-001, SD-STA-DAT-001, SD-STA-PAP-001, SD-STA-DEX-001	architecture	非owner reducer到達	共通	accounted-for	designed	planned	—
DO-CAM-027	AC-OPS-002	WP-08	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-027	sha256:584d43b9bdf8b2da1c8216eed4f61015f857454dfb26544b2874d9f040fb530d	JG-CAM-PERSIST	partial	SD-PER-EXE-001	crash-recovery	snapshot restart差分	共通	accounted-for	designed	planned	—
DO-CAM-028	AC-OPS-003	WP-08	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-028	sha256:c269b4ea5eb6d49f06eb0e9527b037ffbca03c05dd7f8b6f2d1949652e16025a	JG-CAM-PERSIST	partial	SD-PER-EXE-001	architecture	journal replay dispatch	共通	accounted-for	designed	planned	—
DO-CAM-029	AC-OPS-004	WP-08	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-029	sha256:e1917d997949411017468bb490e3e7aa46e6cd85231bfd1b5691d65f79427d76	JG-CAM-PERSIST	partial	SD-TRN-EXE-001, SD-TRN-ART-001, SD-PER-CAM-001	crash-recovery	任意CAS競合、commit後dispatch前crash	共通	accounted-for	designed	planned	—
DO-CAM-030	AC-OPS-005	WP-08	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-030	sha256:307ffc5a60dfeb74582326d012716f10984c5d471d00075768f96828f4a39bc7	JG-CAM-DISPATCH	partial	SD-RUL-EXE-002, SD-TRN-EXE-002, SD-MOD-EXE-001, SD-PER-EXE-001	concurrency/contract	pendingなしdispatch	共通	accounted-for	designed	planned	—
DO-CAM-031	AC-OPS-006	WP-08	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-031	sha256:7dcc55877aed1bdfe264ea0f75685040137b2f2f12362a2825b22188289571b5	JG-CAM-DISPATCH	partial	SD-TRN-EXE-002, SD-PER-EXE-002, SD-REC-PHY-001, SD-REC-ART-001, SD-REC-DEX-001	crash-recovery	全Effect classのintent/result crash	共通	accounted-for	designed	planned	—
DO-CAM-032	AC-OPS-012	WP-08	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-032	sha256:53cf05737fb0321fb8ca49e93a758035b9f3132473765bb0d9fc0d8e13f25f3b	JG-CAM-CANCEL	full	SD-TRN-EXE-004	crash-recovery	revoke後restart	共通	accounted-for	designed	planned	—
DO-CAM-033	AC-OPS-013	WP-08	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-033	sha256:7f2b21bc2dfd3c73f42dc23a748c0954815fcf8b8181170fd2002fb884a09f54	JG-CAM-CANCEL	full	SD-CMD-INT-001, SD-EVT-INT-001, SD-TRN-EXE-004	crash-recovery	dispatch済みmove cancel	共通	accounted-for	designed	planned	—
DO-CAM-034	AC-OPS-024	WP-08	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-034	sha256:abb3f121931748f1641d092f4b595ff500a7508937af6065179f8636b115f47c	JG-CAM-RECOVERY	partial	SD-REC-PHY-001, SD-REC-ART-001, SD-REC-DEX-001	crash-recovery	unsafe auto-resume	共通	accounted-for	designed	planned	—
DO-CAM-035	AC-OPS-025	WP-08	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-035	sha256:6a14b1532cb387eaea78e49ad915ed8cc80acd29099c4de06664e294414d029d	JG-CAM-RECOVERY	partial	SD-TRN-EXE-003, SD-TRN-PHY-001	crash-recovery	Camera occurrenceへのlate result。Qualia／Interaction全体はPilot外	共通	accounted-for	designed	planned	—
DO-CAM-036	AC-OPS-026	WP-08	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-036	sha256:33eb2a19d7578b394aa8ec943ee56be2603722f3b08576d8a0736bb897ac6245	JG-CAM-RECOVERY	full	SD-STA-PHY-001, SD-POL-REC-001	pure	cooldown→Observed pose	共通	accounted-for	designed	planned	—
DO-CAM-037A	AC-OPS-028	WP-08	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-037A	sha256:75a629248fdbb3ff860fde9d751e2d267e9164306d7b24d5a650dd183d19ad22	JG-CAM-EXCLUSION	full	SD-CTX-DEX-001, SD-STA-DEX-001, SD-RUL-DEX-001, SD-EFX-DEX-001, SD-PRT-DEX-001	real-device	handle/session未解放、排他証拠欠落	TC70	accounted-for	designed	blocked-by-spike	proof-status:blocked-by-spike
DO-CAM-037B	AC-OPS-028	WP-08	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-037B	sha256:0b1032670633c39a8a22a78a0098ecb3f7c9ad7633e329e04053aa9aeb706a25	JG-CAM-EXCLUSION	full	SD-STA-DEX-001, SD-POL-DEX-001, SD-TRN-DEX-001	real-device	window expiry、abort、send race	TC70	accounted-for	designed	blocked-by-spike	proof-status:blocked-by-spike
DO-CAM-037C	AC-OPS-028	WP-08	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-037C	sha256:928a9dc373ada374097b6fdfb55fcc1a432239350725e31585537f69a21301ed	JG-CAM-EXCLUSION	full	SD-EFX-DEX-001, SD-EVT-DEX-001, SD-REC-DEX-001	real-device	Y1復帰/機能確認失敗	TC70	accounted-for	designed	blocked-by-spike	proof-status:blocked-by-spike
DO-CAM-037D	AC-OPS-028	WP-08	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-037D	sha256:d60ea7a36013571f13def7545f0e82e6e763ef72af77189cbf59914887435f5f	JG-CAM-EXCLUSION	full	SD-POL-DEX-001, SD-MOD-CAM-001	architecture/real-device	Y1 repository/runtime/config/dataへのwrite	TC70	accounted-for	designed	blocked-by-spike	proof-status:blocked-by-spike
DO-CAM-038	AC-DAT-001	WP-04	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-038	sha256:f0f8622ec6e8f0074d08fb2ca7b273d069d8a2bc94ee971ce025fb1f68a3ca29	JG-CAM-DATA	partial	SD-CTX-DAT-001, SD-RUL-DAT-001, SD-POL-DAT-001	pure	一分類のみ許可	共通	accounted-for	designed	planned	—
DO-CAM-039	AC-DAT-002	WP-04	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-039	sha256:2f0444a44d82525a24674b54314c4d19a07705c581fd355ced60a1af9784b07f	JG-CAM-CLEANUP	partial	SD-CMD-ART-001, SD-RUL-ART-002, SD-EVT-ART-004	pure/integration	revoked authorization、削除済み再公開	共通	accounted-for	designed	planned	—
DO-CAM-040	AC-DAT-003	WP-04	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-040	sha256:10374a7558fd4cc39a8d12acd0108c106f06ae8fc550826c3f86d04f62ed34be	JG-CAM-DATA	full	SD-STA-ART-001, SD-PRT-ART-001, SD-PRJ-CAM-001	architecture	path/locator露出	共通	accounted-for	designed	planned	—
DO-CAM-041	AC-DAT-004	WP-04	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-041	sha256:22dcff82ae40458fb237927fc57afd4d60fa2d7906d31b04eed1a76687152b9f	JG-CAM-CLEANUP	full	SD-CMD-ART-001, SD-EFX-ART-001, SD-EVT-ART-004, SD-TRN-ART-002	integration	EventなしDeleted	共通	accounted-for	designed	planned	—
DO-CAM-042	AC-DAT-005	WP-04	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-042	sha256:bdd22a94867220c3fe52594a6fb560985b19e9aa656cd106e9b7b1dc93a5f92d	JG-CAM-CLEANUP	partial	SD-RUL-ART-002, SD-REC-ART-001	crash-recovery	dependent/hold中削除、orphan	temp capture	accounted-for	designed	planned	—
DO-CAM-043	AC-DAT-006	WP-04	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-043	sha256:516f1c311562017f280a5b87b0ff02128aec320c06fab72b8c5f2ccf2b4cc0bd	JG-CAM-DATA	partial	SD-RUL-DAT-001, SD-EVT-DAT-001, SD-TRN-EXE-002	pure	Unknown、空、過少分類	共通	accounted-for	designed	planned	—
DO-CAM-044	AC-DAT-007	WP-04	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-044	sha256:36ad4206d0a35403d41b5b4265b0fd8b99ea420049426b012f18739c9fdf84be	JG-CAM-OWNER	partial	SD-CTX-DAT-001, SD-STA-DAT-001, SD-TRN-DAT-001	architecture	Artifact/Adapterが分類変更	共通	accounted-for	designed	planned	—
DO-CAM-045	AC-OUT-004	WP-05	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-045	sha256:7933c19dd77cbbad4cf225a3c435c0b43a356921a7aa90ccdabd507c3d21621f	JG-CAM-OUTPUT	partial	SD-RUL-ART-001, SD-EVT-INF-001	pure/integration	Viewのevidence/Artifact欠落、purpose変換。RecallはPilot外	共通	accounted-for	designed	planned	—
DO-CAM-046	AC-FR-003	WP-02	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-046	sha256:03bd0664880fda9ac0b51fe0c28888340bf38d8a3dae06c784bcd5045daef953	JG-CAM-PROJECTION	partial	SD-PRJ-CAM-001	projection	lifecycle欠落	共通	accounted-for	designed	planned	—
DO-CAM-047	AC-FR-004	WP-02	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-047	sha256:f26a0b4edb1b3745a00195971f9047ea2844aa650a64eb7366e71267df17c071	JG-CAM-PROJECTION	partial	SD-FAIL-CAM-001, SD-PRJ-CAM-001	projection	raw exception表示	共通	accounted-for	designed	planned	—
DO-CAM-048	AC-NFR-001	WP-03	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-048	sha256:ef269cc7d738ae6eab3453efa566f4a01615579099aa2e5ad2a28d5c8aedc314	JG-CAM-MEASURE	partial	SD-EVT-ING-001, SD-PRJ-CAM-001	measurement	区間相関欠落	実機Profile	accounted-for	designed	blocked-by-spike	proof-status:blocked-by-spike
